propId , label , description , aliases ,  type , count
P672,MeSH Code,Medical Subject Headings (MeSH) codes are an index and thesaurus for the life sciences (≠ MeSH ID),,string,56
P673,eMedicine,online clinical medical knowledge base,,string,2333
P675,Google Books identifier,this identifier gives access to the books that Google has scanned,,string,114
P677,ÚSOP code,"identifier in drusop.nature.cz, a national database of protected areas and trees",,string,2611
P679,ZVG number,identifier of GESTIS database,,string,1
P683,ChEBI ID,database and ontology of molecular entities focused on 'small' chemical compounds,Chemical Entities of Biological Interest,string,3616
P685,NCBI Taxonomy ID,ID of a taxon in the Taxonomy Database by the National Center for Biotechnology Information,ncbi,string,253787
P686,Gene Ontology ID,ID in the Gene Ontology,,string,7366
P687,BHL Page Id,identifier in the Biodiversity Heritage Library (BHL),,string,192
P691,NKC identifier,ID in National authority file of the Czech Republic (National Library of CR),"Czech national authority file, NK ČR",string,22152
P695,UN number,"four-digit numbers that identify hazardous substances, and articles (such as explosives, flammable liquids, toxic substances, etc.) in the framework of international transport",,string,417
P696,Neurolex ID,ID in the Neurolex database,,string,13
P698,PubMed ID,ID for journal articles/abstracts in PubMed,PMID,string,96
P699,Disease Ontology ID,ID in the Disease Ontology database,,string,8869
P700,Kemler ID,code describing the hazards of a chemical in transport,,string,2
P701,Dodis,"identifier in the dodis database (Diplomatic Documents of Switzerland 1945-1969), see Q661051",Dodis ID,string,23
P704,Ensembl Transcript ID,transcript ID issued by Ensembl database,,string,227468
P705,Ensembl Protein ID,protein ID issued by Ensembl database,,string,7899
P709,Historic Scotland ID,Building ID for items in the Historic Scotland database,,string,41431
P711,Strunz 8th edition (series ID),"mineral classification 8th edition, series identifier, silicate classification modified by Athena",,string,3101
P712,Nickel-Strunz 9th edition (updated 2009),"mineral classification Nickel-Strunz version 9 (updated 2009), a PDF format file",,string,3266
P713,Nickel-Strunz 10th (pending) edition,mineral classification Nickel-Strunz version 10 (mindat.org),,string,3665
P714,Dana 8th edition,mineral classification Dana 8th edition,,string,1288
P715,Drugbank ID,bioinformatics and cheminformatics database from the University of Alberta,,string,2069
P716,JPL Small-Body Database identifier,astronomy database of small Solar System bodies,,string,15366
P717,Minor Planet Center observatory code,observational data for minor planets (asteroids) and comets,IAU code,string,437
P718,Canmore ID,identifier in  the Royal Commission on the Ancient and Historical Monuments of Scotland's Canmore database,RCAHMS,string,11
P721,OKATO identifier,identifier for every administrative unit in Russia,,string,72016
P722,UIC station code,"UIC ids are used by railway operators to refer to railway stations in Europe, CIS-countries, China, Mongolia, north Africa and Middle-east.",,string,4799
P723,DBNL ID,reference to the DBNL-website for Dutch language authors,"Digitale Bibliotheek voor de Nederlandse Letteren identifier, Digital Library for Dutch Literature identifier",string,7055
P724,Internet Archive ID,globally unique ID of a given item on archive.org,,string,194
P727,Europeana ID,"interface to millions of books, paintings, films, museum objects and archival records that have been digitised throughout Europe",,string,75421
P728,GHS hazard statement,globally harmonized system of assessment and labeling of chemicals,"GHS, GHS EU",string,132
P731,Litholex ID,Lithostratigraphic database of Germany maintained by the BGR,,string,18
P732,BGS Lexicon ID,ID for stratigraphic unit given by the British Geological Survey,,string,39
P733,DINOloket ,database of geologic units in the Netherlands (Data Informatie Nederlandse Ondergrond),,string,7
P742,pseudonym,alias used by someone or by which this person is universally known,"nom-de-plume, alias, pen name, stage name",string,1217
P745,Low German Bibliography and Biography ID,,PBB ID,string,26
P757,World Heritage Site id,"site reference number as assigned by UNESCO. Use on one item per site, link parts with property ""has part"" (P527)",UNESCO WHS,string,1180
P758,Kulturminne identifier,Norwegian heritage property identification number of Riksantikvaren (the Directorate for Cultural Heritage),Lokalitets ID,string,2118
P759,Alberta Register of Historic Places identifier,identification number of historic resources in the Alberta Register of Historic Places,,string,50
P760,DPLA ID,"books, paintings, films, museum objects and archival records that have been digitised throughout United States",,string,3
P761,VISS ID,identifier in the Swedish National Water Information Database (VISS),,string,236
P762,Czech cultural heritage ID ,identifier for cultural heritage properties in the Czech Republic,,string,180
P763,PEI Register of Historic Places identifier,"identifier of a historic place in Prince Edward Island, Canada",,string,18
P764,OKTMO identifier,identifier in Classification on Objects territory of municipal formations (Russia),,string,63131
P771,Swiss municipality code,id for municipalities in Switzerland,BFS number,string,2604
P772,INE municipality code,"identifier for Spanish municipalities, by the Spanish Statistical Office (INE)",,string,8192
P773,ISO 3166-3,codes for country names which have been deleted from ISO 3166-1 since its first publication in 1974,Code for formerly used names of countries,string,6
P774,FIPS 55-3 (locations in the US),identifier for places in the United States per former Federal Information Processing Standard FIPS 55-3,"Federal Information Processing Standard 55-3, FIPS 55-3, fips code for US locations",string,342
P775,Swedish urban area code,urban area code in Sweden,"Tätortskod, Tatortskod",string,2229
P776,Swedish minor urban area code,urban area code for Sweden,"Småortskod, Smaortskod",string,154
P777,Swedish civil parish code/ATA code,civil parish code for Sweden,Sockenkod,string,3
P778,Swedish code for parishes in the Church,Church of Sweden parish code,"Församlingskod, code for parishes in the Church of Sweden",string,6
P779,Swedish Pastoratskod,Pastoral district code for the Church of Sweden,"Pastoratskod, Church of Sweden Pastoratskod",string,5
P781,Sikart,"identifier in SIKART, a biographical dictionary and a database on visual art in Switzerland and Liechtenstein",,string,1537
P782,LAU,"local administrative unit, renamed from NUTS 4 and NUTS 5",,string,6628
P791,ISIL ID,International Standard Identifier for Libraries and Related Organizations,ISIL,string,379
P798,military designation,officially assigned designation for a vehicle in military service,"Tri-Service aerospace vehicle designation, USDOD aircraft designation, 1962 US military aerospace vehicle designation, mdsd, mission design series designation, MAD",string,915
P799,Air Ministry specification,aircraft specification issued by the United Kingdom Air Ministry,"specification, UK Air Ministry specification",string,9
P804,GNIS Antarctica ID,"identification code for geographic objects in Antarctica, used in the US Geological Survey's Geographic Names Information System. For U.S. IDs, use Property:P590",USGS GNIS Antarctica ID,string,120
P806,Italian cadastre code,identifier for Italian comunes in the cadastre,codice catastale,string,8094
P808,code Bien de Interés Cultural,Spanish heritage register. Format is RI-XX-nnnnnnn-n?n?n?nnnn,BIC,string,62
P809,WDPA id,identifier in World Database on Protected Areas,World Database on Protected Areas indentifier,string,2441
P815,ITIS TSN,unique Taxonomic Serial Number defined by Integrated Taxonomic Information System,itis,string,334068
P818,arXiv ID,identifier of arXiv pre-print archive,,string,4
P819,ADS bibcode,bibcode in the Astrophysics Data System,,string,6
P821,CGNDB Unique Identifier,identifier the geographical feature of the Geographical Names Board of Canada,,string,115
P824,Meteoritical Bulletin Database ID,ID for meteorites in the database of the Meteoritical Society,,string,27
P827,BBC program identifier,identifier for the corresponding item on the BBC website and internal systems,"pid, BBC pid, PIPs identifier",string,93
P829,OEIS ID,ID on the On-Line Encyclopedia of Integer Sequences,,string,131
P830,Encyclopedia of Life ID,eol.org item reference number,eol,string,156271
P835,author citation (zoology),citation of those involved in the publication of a zoological name,author abbreviation,string,75
P836,GSS code (2011),"UK Government Statistical Service code, a fixed length code of nine characters (new codes introduced in 2011)",ONS GSS code (2011),string,36
P838,BioLib ID,ID in the biological encyclopedia BioLib,,string,138
P839,IMSLP ID,title of page on the International Music Score Library Project,IMSLP,string,222
P842,Fossilworks ID,"identifier for fossil animals, plants, and microorganisms","paleodb, fossilworks",string,8390
P843,SIRUTA code,National Institute of Statistics code for an area of Romania,,string,16937
P844,UBIGEO code,coding system for geographical locations in Peru used by the National Statistics Institute,,string,14
P845,Saskatchewan Register of Heritage Property identifier,identifier of the Saskatchewan Register of Heritage Property,,string,34
P846,Global Biodiversity Information Facility ID,,GBIF ID,string,2225
P847,United States Navy aircraft designation,aircraft identifier,USN aircraft designation,string,42
P849,Japanese military aircraft designation,aircraft designation per the Japanese military,,string,2
P850,World Register of Marine Species identifier,,"WoRMS-ID, worms, AphiaID",string,211805
P858,ESPN SCRUM ID,"identifier for any international rugby union player, from the site www.espnscrum.com",,string,3646
P860,e-archiv.li ID,"identifier in e-archiv.li, a directory of sources of Landesarchiv Liechtenstein",,string,2
P861,premiershiprugby.com ID,unique identifier for each rugby union player who plays - or played - the English Premiership,,string,343
P862,Operational Requirement of the UK Air Ministry,specification for future military aircraft by the UK Air Ministry,"OR, operational requirement",string,4
P863,InPhO identifier ,link to the Indiana Philosophy Ontology project,Indiana Philosophy Ontology identifier,string,2
P864,ACM Digital Library author identifier,Association for Computing Machinery Digital Library (ACM DL) author identifier,,string,1
P865,BMLO,Bayerisches Musiker-Lexikon Online (Q47191),,string,5373
P866,Perlentaucher ID,identifier in Perlentaucher (Q2071388),,string,8963
P867,ROME Occupation Code (v3),"ROME Code for a given occupation in France (V3, 1 letter, 4 digits)","ROME Code, code rome",string,227
P874,UN class,UN hazard classification code,,string,2
P876,UN packaging group,packaging code according to UN transportation rules,,string,2
P877,NFPA Other,NFPA Other,NFPA Special,string,1
P879,pennant number,"the number or designation associated with individual warships, often painted on the hull.","pendant number, hull number",string,607
P882,FIPS 6-4 (US counties),identifier for US counties per former Federal Information Processing Standard FIPS 6-4. Use two-digit state code followed by three digit county code,"FIPS 6-4, FIPS US counties, INCITS 31-2009",string,3296
P883,FIPS 5-2 (code for US states),identifier for US states and other associated areas (numeric or alpha) per Federal Information Processing Standard FIPS 5-2,"FIPS 5-2, FIPS code for US states",string,129
P884,State Water Register Code (Russia),Body water identification code,,string,22334
P886,LIR,"identifier in the Lexicon istoric retic (LIR), Romansh variant of Historical Dictionary of Switzerland",,string,22
P888,JSTOR article ID,JSTOR stable periodical article identifier,,string,3
P889,Mathematical Reviews identifier,"Mathematical Reviews is a journal and online database published by the American Mathematical Society (AMS) that contains brief synopses (and occasionally evaluations) of many articles in mathematics, statistics and theoretical computer science.",,string,1
P892,Request for Comments identifier,"Request for Comments is a publication of IETF and the Internet Society (without ""RFC"" prefix)","RFC, RfC",string,43
P894,Zentralblatt MATH,identifier in the zbMath database,,string,9
P897,United States Army and Air Force aircraft designation,aircraft identifier for US Army and Air Force aircraft until 1962,"US Army aircraft designation, USAF aircraft designation",string,37
P898,IPA,spelling in the International Phonetic Alphabet,pronunciation (IPA),string,179
P901,FIPS 10-4 (countries and regions),identifier for countries and regions per former Federal Information Processing Standard FIPS 10-4,fips country codes,string,4201
P902,HDS,"identifier in HDS/HLS/DHS/DSS: Historical Dictionary of Switzerland (Q642074), a national encyclopedia","HLS, DHS, DSS",string,9422
P905,PORT identifier,the PORT-network identifier of film or television program,,string,2886
P906,SELIBR,Libris library catalog ID number,LIBRIS,string,6744
P907,allgame ID,allgame video game database ID number,AMG game ID,string,7
P909,Nova Scotia Register of Historic Places identifier,The unique identifier of Nova Scotia Register of Historic Places,,string,32
P911,South African municipality code,ID for municipalities in South Africa,,string,278
P917,GRAU index,index of Russian (and Soviet) weapons and rockets,,string,111
P918,NOC Occupation Code,NOC/CNP Code for a given occupation in Canada and Québec,"Code CNP, NOC Code",string,2
P919,SOC Occupation Code (2010),Standard Occupational Classification code for US jobs (2010 version),,string,2
P920,Spanish subject headings for public libraries,"subject headings for public libraries maintained by the Spanish Ministry of Education, Culture and Sport. Terms are linked (in different numbers) to LCSH, GND, RAMEAU, LEMAC (Subject Headings in Catalan).",,string,2
P932,PMCID,identifier issued by PubMed Central,"PubMed Central ID, PMC ID",string,3
P933,heritagefoundation.ca ID,unique identifier of Heritage Foundation of Newfoundland and Labrador,,string,18
P935,Commons gallery,name of the Wikimedia Commons gallery page(s) related to this item (is suitable to allow multiple link to more gallery pages),,string,8587
P938,FishBase species identifier,,fishbase,string,104
P939,KSH code,identifier for every municipality (town and commune) in Hungary issued by the Hungarian Central Statistical Office,,string,3176
P940,GHS precautionary statements,code referring to a phrase giving advice about the correct handling of chemical substances and mixtures,,string,167
P946,ISIN,International Securities Identification Number,,string,157
P947,RSL identifier,identifier of the Russian State Library,,string,239
P949,NLI (Israel) identifier,authority control identifier used at the National Library of Israel,NLI,string,6522
P950,BNE identifier,authority file of the Biblioteca Nacional de España,,string,4672
P951,NSZL identifier,authority file of the National Széchényi Library,,string,181
P952,ISCO occupation code,International Standard Classification of Occupations code,CITP,string,157
P954,IBNR identifier,international station number for railway stations (Internationale Bahnhofsnummer),,string,328
P957,ISBN-10,"International Standard Book Number, ten digit variant","isbn-10, International Standard Book Number",string,11084
P959,MSW species identifier,Mammal Species of the World: a database that claims to provide an authoritative and comprehensive list of names of mammals (but the ICZN does not agree),,string,5256
P960,Tropicos taxon name identifier,identification number in Tropicos database,Tropicos ID,string,319848
P961,IPNI taxon name identifier,International Plant Names Index is a database that provides an authoritative and comprehensive list of names of plants. It is different from Property:P586 which is for authors not taxon. But it is related to Property:P428.,,string,276572
P962,MycoBank taxon name identifier,MycoBank is a database that provides an authoritative and comprehensive list of names of fungi.,,string,60
P964,Austrian municipality key,identifier for municipalities in Austria,,string,2389
P965,burial plot reference,"string of references which identify a specific plot in a burial area, e.g. cemetery",,string,39
P966,MusicBrainz label ID,label identifier in the MusicBrainz open music encyclopedia,"Label MBID, record label, MusicBrainz Record Label ID, MB label, Label ID, MBID",string,4019
P969,located at street address,street address that the subject is located at,"address, street address",string,287547
P981,BAG-code for Dutch towns,"BAG (woonplaatscode) for Dutch towns, see Q1852859",,string,2505
P982,MusicBrainz area ID,area identifier per the MusicBrainz open music encyclopedia,"MBID, area MBID",string,11245
P984,IOC country code,three-letter abbreviation country code by the International Olympic Committee,,string,234
P988,Philippine Standard Geographic Code,systematic classification and coding of geographic areas of the Philippines.,PSGC,string,164
P993,NFPA Health,,,string,8
P994,NFPA Fire,,,string,8
P995,NFPA Reactivity,NFPA code for chemical or physical reactivity,,string,8
P998,dmoz,Open Directory Project,"Open Directory Project, ODP, Netscape Open Directory, NewHoo, GNUHoo, directory.mozilla, Mozilla Directory",string,6740
P1191,first performance,date a work was first performed,"air date, premiere, broadcast date, time of first performance",time,196
P1249,time of earliest written record,first time a subject was mentioned in writing,"date of first written record, first historic record, earliest record, first recorded in",time,183
P1317,floruit,"When the person was known to be active or alive, when birth or death not documented (contrast with P585 and P746). Enter two values if the subject has produced works during a range of years","fl., known alive in, active, fl, years active, flourished",time,477
P1319,earliest date,earliest date at which an event could have happened,"after this date, later than",time,2
P1326,latest date,latest possible time that something could have occurred,"before this date, earlier than",time,3
P1619,time of official opening,"date or point in time an event, museum, theater etc. officially opened","date of official opening, time of official opening",time,5711
P1636,date of baptism in early childhood,"date when a person was baptized. For times when only baptism records were available, this can be a good substitute for date of birth.","baptism date, date of baptism, date baptism, time of baptism",time,192
P569,date of birth,date on which the subject was born,"born on, birth date, birthday, birthdate, birth year, year of birth, birthyear, DOB",time,1832898
P570,date of death,date on which the subject died,"date of the end, death, death date, died on, DOD, year of death, dead, deathdate",time,909740
P571,inception,date or point in time when the organization/object was founded/created,"date founded, date created, incorporated, foundation, founded, created, date of foundation, date of creation, established, establishment date, foundation date, creation date, incorporation date, date incorporated, date of incorporation, date of establishment, founding date, date of founding, date formed, formation date, formed on date, founded on date, incorporated on date, established on date, created on date, commencement date, date commenced, commenced on date, date of commencement, foundation/creation date, time of foundation or creation, date of foundation or creation, written, written on date",time,80610
P574,date of taxon name publication,date of publication of the scientific name of a taxon,"taxon date, taxon year, described in, year of scientific description, date of scientific description",time,25
P575,time of discovery,date or point in time when the item was discovered,"date discovered, discovery date, date of discovery",time,50990
P576,dissolved or abolished,date or point in time on which the organisation was dissolved,"defunct date, dissolution date, dissolved on date, wound up on date, date of dissolution, date dissolved, date disbanded, date disestablished, disestablished, abolished, abolishment date, disbanded on, time dissolved, time of dissolution, time abolished, time of abolishment",time,6891
P577,publication,date or point in time when this work was first published (don't replace old values),"publication date, release date, premiere date, date published, date released, published, dop, year of publication, initial release, date of release, date of publication, released, time of publication",time,182946
P580,start time,"indicates the time an item begins to exist or a statement starts being valid, usually used as a qualifier","from, starting, beginning, began, from time, since, start time, from date, start date, building date, starttime",time,6896
P582,end time,indicates the time an item ceases to exist or a statement stops being valid,"to, to time, left office, until, ending, divorced, enddate, end time, closed, end date, fall date",time,6609
P585,point in time,"time and date something took place, existed or a statement was true","date, as of, time of event, at time, when, year, time, When?",time,15251
P606,first flight,date or point in time on which aircraft first flew,"maiden flight, 1st flight, time of first flight",time,301
P619,time of spacecraft launch,date and time of spacecraft launch in UTC,"date of spacecraft launch, spacecraft launch date",time,5468
P620,time of spacecraft landing,date and time of spacecraft landing in UTC,"spacecraft landing time, spacecraft landing date",time,20
P621,time of spacecraft orbit decay,date and time of spacecraft orbit decay in UTC,"decay date, time of spacecraft decay",time,1
P622,spacecraft docking/undocking,,"docking date, undocking date, time of spacecraft docking/undocking",time,1
P729,service entry,date or point in time on which a piece or class of equipment entered operational service,"introduction, entered service, date of service entry, time of service entry, launched",time,3802
P730,service retirement,date or point in time on which a piece or class of equipment was retired from operational service,"retirement, retired, date of service retirement, time of service retirement",time,1491
P746,date of disappearance,date or point of time a missing person was seen or otherwise known to be alive for the last time,"disappeared, last known alive before disappearance, time of disappearance",time,31
P813,retrieved,date or point in time that information was retrieved from a database or website (For use in online Sources),"access date, date accessed, accessdate, retrieved at, date retrieved, date of retrieval, time of retrieval, accessed",time,6
P1019,feed URL,"newsfeed (rss, atom etc.) of this person/organisation/project",,url,54
P1065,archive URL,URL to the archived web page specified with URL property,"URL in archive, URL archived",url,80
P1324,source code repository,public source code repository,"repository, code, code repository",url,321
P1325,external data available at,site where external data on a subject can be found,data,url,8
P1348,AlgaeBase URL,URL for the website AlgaeBase,,url,57
P1401,bug tracking system,"bug report page where bugs, issues, and feature requests are filed for a particular software",bugs,url,143
P1421,GRIN URL,URL for the website GRIN,"GRIN Taxonomy ID, GRIN ID",url,57087
P1482,Stack Exchange tag,tag on the Stack Exchange websites,,url,1798
P1581,official blog,URL to the blog of this person or organization,,url,7
P1613,IRC channel,official IRC channel of an institution or project,,url,93
P1628,equivalent property,"equivalent property in other ontologies (use in statements on properties, use property URI)",owl:equivalentProperty,url,32
P1709,equivalent class,equivalent class in other ontologies (use property URI),"same kind of thing, same class, same grouping",url,14
P1713,biography at the Bundestag of Germany,link to the biography pages of the German parliament,,url,1616
P854,reference URL,should be used for internet URLs as references,"website, url, Uniform Resource Locator, webref, URL",url,2237
P855,Sandbox-URL,,,url,2
P856,official website,URL to the website of this item,"website, official site, homepage, home page, official page, official web site, official url, official homepage, web address, url, blog",url,145017
P953,full text available at,URL of a web page containing the full text for this item,,url,246
P963,streaming media URL,a URL where the subject's media stream exists,,url,41
P968,e-mail,e-mail address,"email, electronic mail",url,1
P973,described at URL,the element is described at the following URL,described in URL,url,7547
P1000,record held,"notable record achieved by a person or entity, include qualifiers for dates held",,wikibase-item,3
P1001,applies to jurisdiction,"the item (an institution, law, ...) belongs to or applies to the value (a jurisdiction: a country, state, municipality, ...)","of jurisdiction, linked to jurisdiction, belongs to jurisdiction, jurisdiction",wikibase-item,4192
P1002,engine configuration,configuration of an engine's cylinders,configuration of engine cylinders,wikibase-item,347
P101,field of work,"fields of work related to this item (physics, history). For occupation like physicist, historian see P106. Note: Can be used in any item besides person","field of study, fields, discipline, subject, area, specialism, domain",wikibase-item,8877
P1012,including,usually used as a qualifier,,wikibase-item,11
P1013,criterion used,usually used as a qualifier,,wikibase-item,6
P1018,language regulatory body,regulatory body of a language,regulatory body,wikibase-item,98
P102,member of political party,the political party of which this politician is or has been a member,"political party, party",wikibase-item,182969
P1026,doctoral thesis,thesis that someone wrote to obtain a PhD degree,,wikibase-item,23
P1027,conferred by,person or organization who awards a prize to or bestows an honor upon a recipient,"awarded by, bestowed by, given by",wikibase-item,776
P1028,donated by,person or organization who donated the object,,wikibase-item,127
P1029,crew member,person that participated operating or serving aboard this vehicle,,wikibase-item,1857
P103,native language,language that a person learned natively,"first language, mother tongue, language",wikibase-item,4288
P1033,GHS signal word,"please use with items ""warning"" (Q15350847) and ""danger"" (Q15221217)",,wikibase-item,14
P1034,main food source,"the species, genus or family that an organism depends on for nutrition","food source, food plant",wikibase-item,3
P1035,honorific suffix,"word or expression with connotations conveying esteem or respect when used, after a name, in addressing or referring to a person","style suffix, post-nominal",wikibase-item,4
P1037,manager/director,person who manages any kind of group,,wikibase-item,766
P1038,relative,"family member (qualify with ""type of kinship"", P1039; for direct family member please use specific property)",,wikibase-item,1626
P1040,film editor,"person who worked with the raw footage, selecting shots and combining them into sequences to create a finished motion picture","picture editor, Edited by",wikibase-item,831
P1041,sockets supported,socket for which the electronic part was made,"cpu slot, cpu socket",wikibase-item,7
P1046,discovery method,way an exoplanet was discovered,detection method,wikibase-item,28
P1049,deity of,religion or group/civilization that worships a given deity,,wikibase-item,356
P105,taxon rank,level in a taxonomic hierarchy,"taxonomic rank, rank, type of taxon",wikibase-item,1923141
P1050,medical condition,disease or other health problem affecting an individual human or other animal,"disability, Paralympic disability, ailment, health problem, disorder, illness, disease",wikibase-item,3846
P1056,produces,"the material produced by a mine, an industrial site or a production process","material produced, ore",wikibase-item,505
P1057,chromosome,chromosome on which an entity is localized,on chromosome,wikibase-item,50600
P106,occupation,"occupation of a person; see also ""field of work"" (Property:P101)","profession, job, work, career, employment",wikibase-item,1913712
P1060,pathogen transmission process,process by which a pathogen is transmitted,"transmitted by, transmission process",wikibase-item,5
P1064,track gauge,spacing of the rails on a railway track,gauge,wikibase-item,5009
P1066,student of,person who has taught this person,"teacher, professor, pupil of",wikibase-item,2004
P1068,instruction set,instruction set on which the processor architecture is based,ISA,wikibase-item,46
P107,(OBSOLETE) main type (GND),** Do not use ** Due to be deleted. Please use instance of (P31)/subclass of (P279),"entity type (GND), item type (GND), GND main type",wikibase-item,12978
P1071,location of final assembly,place where the item was made; location of final assembly,"assembly location, place built, place made",wikibase-item,1085
P1072,readable file format,file format a program can open and read,,wikibase-item,50
P1073,writable file format,file format a program can create and/or write to,,wikibase-item,42
P1074,fictional analog of,used to link a class of items appearing in a creative work with the analogous class of objects in the real world,,wikibase-item,234
P1075,rector,rector of a university,,wikibase-item,229
P1078,valvetrain configuration,configuration of the valvetrain utilized by this engine,,wikibase-item,3
P1079,launch contractor,organization contracted to launch the rocket,launch service provider,wikibase-item,4
P108,employer,organization for which the subject works or worked,"workplace, employed by, works at, working for",wikibase-item,88183
P1080,from fictional universe,subject's fictional entity is in the object narrative. See also P1441 and P1445,"from universe, universe, featured in universe, appears in universe, fictional universe",wikibase-item,8142
P110,illustrator,illustrator of a book,,wikibase-item,1977
P111,measured physical quantity,physical property measured by a unit,,wikibase-item,134
P112,founder,"founder or co-founder of the organization, religion or place","founded by, is founded by",wikibase-item,6360
P113,airline hub,airport that serves as a hub for an airline,hub,wikibase-item,2047
P1134,(OBSOLETE) located in place (use P276),"location of the item (such as village, neighborhood, park). In case of an administrative entity use P131. In case of a distinct terrain feature use P706.","village, neighborhood, park, locale, is in, location of item",wikibase-item,8247
P1136,solved by,person that solved a scientific question,,wikibase-item,4
P1137,fossil found in this unit,fossils that are found in this stratigraphic unit,,wikibase-item,19
P114,airline alliance,the alliance the airline belongs to,,wikibase-item,244
P1142,political ideology,political ideology of this organization,ideology,wikibase-item,6446
P1145,Lagrangian point,libration point of an object (default: object-sun-earth),libration point,wikibase-item,25
P115,home venue,home stadium or venue of a sports team or applicable performing arts organization,"ground, home field, arena, home ground, stadium, ballpark, home water",wikibase-item,5407
P1151,topic's main portal,Wikimedia portal associated with this topic,,wikibase-item,902
P1158,location of landing,location where the craft landed,landing site,wikibase-item,14
P1165,home world,home world/planet of a fictional race or character,"homeworld, planet",wikibase-item,23
P1170,transmitted signal,type of signal transmitted by a device,"transmits, signal transmitted",wikibase-item,1
P1171,approximation algorithm,method used to approximate a number,,wikibase-item,1
P118,league,league in which the team plays or has played in,division,wikibase-item,11335
P119,location of burial,"location of grave, resting place, place of ash-scattering, etc, (e.g. city or cemetery) for a person. There may be several places: e.g. re-burials, cenotaphs, parts of body buried separately.","burial place, resting place, place of grave, buried in, grave at, place of burial",wikibase-item,34583
P1192,connecting service,service stopping at a station,,wikibase-item,969
P1194,received signal,signals detected by a machine,,wikibase-item,1
P1196,manner of death,"circumstances of a person's death; one of: natural causes, accident, suicide, homicide, pending investigation or special 'unknown value'.  Use 'cause of death' (P509) for more immediate or underlying causes and events, e.g. heart attack, car accident","circumstance of death, type of death",wikibase-item,3873
P1199,mode of inheritance,the manner in which a particular genetic trait or disorder is passed from one generation to the next,,wikibase-item,4
P1200,bodies of water basin category,the category associated with the basin of a bodies of water,,wikibase-item,1980
P1201,space tug,"spacecraft vehicle designed to move the payload from a reference orbit to the target orbit, or direct it to an interplanetary trajectory","payload deliverer, upper stage",wikibase-item,365
P1202,carries scientific instrument,"scientific instruments carried by a vessel, satellite, or device that are not required for propelling or navigating","scientific equipment, metering equipment",wikibase-item,15
P1204,portal's main topic,primary topic of this portal,,wikibase-item,986
P121,equipment operated,equipment currently or formerly used by subject,"fleet, acop, aircraft in fleet, aircraft operated, inventory",wikibase-item,3274
P1210,supercharger,supercharger or turbocharger used by an engine,,wikibase-item,1
P1211,fuel system,fuel system that an engine uses,,wikibase-item,2
P122,basic form of government,the subject's government,"type of government, form of government, government",wikibase-item,628
P1221,compressor type,,,wikibase-item,2
P123,publisher,"organization responsible for publishing books, periodicals or software","book publisher, video game publisher, software publisher, publishing house",wikibase-item,41005
P126,maintained by,organization in charge of keeping the subject (for instance an infrastructure) in functioning order,"maintenance, curator, administered by",wikibase-item,13264
P1264,valid in period,time period when a statement is valid,"applies to period, time period",wikibase-item,17
P1268,represents organisation,organization that an entity represents,,wikibase-item,8
P1269,facet of,the main aspect of this topic,"aspect of, subitem of, topic of, subtopic of",wikibase-item,9919
P127,owned by,owner of the subject,"is owned by, owner, belongs to",wikibase-item,26689
P128,regulates (molecular biology),process regulated by a protein in molecular biology,,wikibase-item,1
P1283,filmography,list of films a person has contributed to,,wikibase-item,128
P129,physically interacts with,physical entity that the subject interacts with,,wikibase-item,13
P1290,godparent,person who is the godparent of a given person,"godfather, godmother",wikibase-item,22
P1299,depicted by,object depicting this subject,,wikibase-item,48
P1302,primary destinations,major cities that a road serves,,wikibase-item,68
P1303,instrument,instrument that a person plays,plays,wikibase-item,25238
P1304,central bank,country's central bank,,wikibase-item,7
P1308,officeholder,person who holds an office,incumbent,wikibase-item,136
P131,located in the administrative territorial entity,the item is located on the territory of the following administrative entity,"located in the administrative unit, located in administrative unit, is in administrative unit, is located in, is in the state of, is in the province of, is in the county of, is in the district of, is in the department of, is in the region of, is in the borough of, is in the city of, is in the town of, is in the village of, is in the municipality of, is in the territory of, is in the prefecture of, is in the voivodeship of, is in the Indian reservation of, is in the Indian reserve of, is in the ward of, is in the administrative region of, is in the settlement of, is in the local government area of, is in the rural city of, is in the shire of, happens in, is in the commune of, in administrative unit, in, is in the administrative unit, administrative territorial entity, city, town, state, Indian reservation, in the administrative unit, locality",wikibase-item,2369539
P1312,has facet polytope,"facet of a polytope, in the next-lower dimension",facet of a polytope,wikibase-item,928
P1313,office held by head of government,political office that is fulfilled by the head of the government of this item,"office of head of government, position of head of government",wikibase-item,2162
P1318,proved by,person who proved something,,wikibase-item,20
P1321,place of origin (Switzerland),lieu d'origine of a Swiss national. Not be confused with place of birth or place of residence,"lieu d'origine, Heimatort, Bürgerort, luogo d'origine",wikibase-item,1687
P1322,dual to,"dual of a polytope, graph or curve",,wikibase-item,273
P1327,professional or sports partner,person a professional or athlete works with,,wikibase-item,5
P1336,territory claimed by,administrative divisions that claim control of a given area,,wikibase-item,40
P134,has dialect,dialects of this language (a single language may be linked to many dialects),"dialect, has as dialect, includes dialect",wikibase-item,217
P1340,eye color,color of the irises of a person's eyes,eye colour,wikibase-item,783
P1343,described by source,dictionary or encyclopaedia where this item is described,,wikibase-item,33109
P1344,participant of,"event a person was a participant in, inverse of P710","took part, took part in, participant in",wikibase-item,145683
P1346,winner,winner of an event,won by,wikibase-item,1047
P1347,military casualty classification,,,wikibase-item,8
P1349,ploidy,ploidy of a genome,,wikibase-item,2
