id 	 label 	 desc 	 aliases 	 type 	 cluster_labels
P852	ESRB rating	North American video game content rating - appropriate values are on property's talk page	Entertainment Software Rating Board rating	wikibase-item	Game, Property, Value, Video Game, Software
P972	catalog	catalogue for the item, or, as a qualifier of P528, catalogue for which the number is valid	catalogue	wikibase-item	Qualifier
P612	mother house	name of the mother house		wikibase-item	Other Topics
P1817	addressee	person or organization to whom a letter or note is addressed		wikibase-item	Person, Organization, Person or Organization
P853	CERO rating	Japanese video game rating system - see talk page for appropriate values	Computer Entertainment Rating Organization rating	wikibase-item	Organization, Game, Value, Video Game
P974	tributary	stream or river that flows into this main stem (or parent) river or a lake		wikibase-item	Parent
P611	religious order	order of monks or nuns which the monastery housed		wikibase-item	Other Topics
P971	category combines topics	this category combines these two or more topics	Category intersects topics, Category topics, Category subjects, combines topics	wikibase-item	Subject, Category, Topic
P970	neurological function	The function of a neurological structure		wikibase-item	Other Topics
P739	ammunition	cartridge or other ammunition used by the subject weapon	cartridge	wikibase-item	Subject
P618	source of energy	describes the source of energy an animated object (machine or animal) uses	fuel type, energy source	wikibase-item	Type, Object, Source
P738	influence of	this person, idea, etc. informs that other person, idea, etc., e.g. "Aristotle influence of Heidegger".  Inverse of 'influenced by' (P737).	influences, informs, influenced, informed, inspired	wikibase-item	Person
P1811	list of episodes	link to the article with the list of episodes for this series		wikibase-item	Other Topics
P859	sponsor	enterprise that sponsors this item		wikibase-item	Other Topics
P735	given name	first name or another given name of this person. Values used with the property shouldn't link disambiguations nor family names.	forename, first name, personal name, christian name, middle name	wikibase-item	Person, Property, Value, Given
P30	continent	continent of which the subject is a part. Use for countries, locations in Antarctica, and items located in countries that belong to more than one continent, e.g. Russian cities.		wikibase-item	Subject, Location, Country, City, Subject Item, Belongs, Item is Located
P734	surname	surname or last name of a person	last name, family name, has surname	wikibase-item	Person
P737	influenced by	this person, idea, etc. is informed by that other person, idea, etc., e.g. "Heidegger has influence Aristotle".  Inverse of 'influence of' (P738).	informed by, inspired by, has influence	wikibase-item	Person
P736	cover artist	name of person or team creating cover artwork for album, single, book, etc.		wikibase-item	Person, Team
P31	instance of	this item is a specific example and a member of that class	is a, is an, rdf:type	wikibase-item	Type, Member
P36	capital	location (city, municipality) of governmental seat of the country, or administrative territorial entity	capital city, capital town, chef-lieu, principal place, county seat, administrative centre	wikibase-item	Location, Place, Country, Entity, Administrative, City
P35	head of state	official with the highest formal authority in a country	chief of state, president	wikibase-item	Country, State, Authority
P38	currency	currency used by item	base currency	wikibase-item	Other Topics
P37	official language	language designated as official by this item	language	wikibase-item	Language
P39	position held	subject currently or formerly holds the object position or public office	political office held, political seat, public office, office held, position occupied	wikibase-item	Subject, Object, Subject has the Object, Office, Political
P1809	choreographer	person(s) who did the choreography		wikibase-item	Person
P522	type of orbit	orbit a satellite has around its central body	orbit	wikibase-item	Type
P885	origin of the watercourse	main source of a river or stream	source, river source, stream source	wikibase-item	Source, Origin
P521	scheduled service destination	airport or station connected by regular direct service to the subject, for the destination of a trip see P1444		wikibase-item	Subject, Directly, Station
P642	of	qualifiers stating that a statement applies within the scope of a particular item	scope	wikibase-item	Qualifier, State
P400	platform	platform for which a work has been developed or released / specific platform version of a software developed	platforms, computing platform, game platform	wikibase-item	Game, Software
P887	based on heuristic	indicates that the property value is determined based on some heuristic (Q201413).		wikibase-item	Property, Value
P403	mouth of the watercourse	the body of water to which the watercourse drains	watercourse outflow, watercourse drain, tributary of, outflow, drain	wikibase-item	Other Topics
P524	temporal range end	the end of a process or extinction of a life form relative to the geologic time scale		wikibase-item	Other Topics
P765	surface played on	the surface on which the tournament is played		wikibase-item	Played
P523	temporal range start	the start of a process or appearance of a life form relative to the geologic time scale		wikibase-item	Other Topics
P881	type of variable star	type of variable star	variable type	wikibase-item	Type
P880	CPU	central processing unit found within the subject item	central processing unit	wikibase-item	Subject, Subject Item
P520	armament	equippable weapon item for the subject	armed with, weapon, Ship armament	wikibase-item	Subject, Subject Item
P641	sport	sport or discipline in which the entity participates or belongs to		wikibase-item	Entity, Belongs, Sports
P408	software engine	software engine employed by the subject item	game engine, engine	wikibase-item	Subject, Game, Subject Item, Software
P768	electoral district	For members of legislative bodies (local or national), the electoral district the person is representing	constituency, ward, riding	wikibase-item	Person, Member, Represents
P647	drafted by	which team the player was drafted by		wikibase-item	Team
P767	contributor	person or organization that contributed in the creation of a creative work		wikibase-item	Person, Organization, Person or Organization, Creative Work
P40	child	the subject has the object as their biological and/ or legal child	son, daughter, kid, is parent of, has child, children, father of, mother of, parent of, is father of, is mother of	wikibase-item	Subject, Object, Subject has the Object, Parent
P404	game mode	available playing mode(s) in a video game	mode, gameplay	wikibase-item	Game, Video Game, Played
P407	language of work	for works (for original language use P364 and for persons P103 and P1412)	language	wikibase-item	Person, Language, Origin
P43	stepfather	husband of the subject's mother, who is not the subject's biological father	step father, step-father	wikibase-item	Subject
P527	has part	object that is part of this subject	have part, composed of, contains, formed from, formed out of, assembled from, assembled out of, created from, created out of, amalgamation of, set of, consists of, has part, members, holonym of, includes, ingredient, member, include	wikibase-item	Subject, Object, Subject has the Object, Member
P406	soundtrack album	album that incorporates music directly recorded from the soundtrack of a film or video game		wikibase-item	Game, Directly, Music, Film, Video Game
P769	significant drug interaction	a clinically significant interaction between two pharmacologically active substances (i.e., drugs and/or active metabolites) where concomitant intake can lead to altered effectiveness or adverse drug events.		wikibase-item	Event
P44	stepmother	wife of the subject's father, who is not the subject's biological mother	step-mother	wikibase-item	Subject
P47	shares border with	countries or administrative subdivisions, of equal level, that this item borders, either by land or water	borders, bordered by, adjacent to, next to	wikibase-item	Country, Administrative
P511	honorific prefix	word or expression used before a name, in addressing or referring to a person	style prefix, pre-nominal	wikibase-item	Person
P631	structural engineer	person, group or organisation responsible for the structural engineering of a building or structure		wikibase-item	Person
P873	phase point	phase point to describe critical point and triple point (see talk page for an example)		wikibase-item	Other Topics
P634	captain	captain of this sports team		wikibase-item	Team, Sports
P512	academic degree	academic degree that the person holds	degree, diploma	wikibase-item	Person
P991	successful candidate	person(s) elected after the election	elected person	wikibase-item	Person
P870	instrumentation	combination of musical instruments employed in a composition		wikibase-item	Music
P872	printed by	organization that printed the creative work (if different from "publisher")	printer	wikibase-item	Organization, Creative Work
P751	introduced feature	which feature was introduced by this version of a product item		wikibase-item	Other Topics
P750	distributor	distributor of a creative work	distributed by	wikibase-item	Creative Work
P518	applies to part	part of the item for which the claim is valid	valid for part	wikibase-item	Other Topics
P50	author	main creator(s) of a written work	writer, written by	wikibase-item	Authority
P878	avionics	notable sensors, electronics, and other avionics installed in the subject aircraft	sensors, electronics	wikibase-item	Subject
P515	phase of matter	state or phase of the matter at which the measure was made (gas, liquid, solid... See talk page)		wikibase-item	State
P636	route of administration	path by which a drug, fluid, poison, or other substance is taken into the body		wikibase-item	Administrative
P514	interleaves with	stratigraphic relation in which two units overlap each other marginally		wikibase-item	Other Topics
P756	removed feature	which feature was removed by this version of a product item		wikibase-item	Other Topics
P54	member of sports team	sports teams or clubs that the subject currently represents or formerly represented	member of team, team, team played for, played for, plays for, teams played for, of team	wikibase-item	Subject, Team, Member, Played, Represents, Sports
P517	interaction	with which of the 4 fundamental forces does the particle interact? strong interaction Q11415, electromagnetic: Q849919, weak interaction: Q11418, gravitation: Q11412		wikibase-item	Other Topics
P516	powerplant	equipment or engine used to power the subject	engine, power plant, turbine, rocket engine, reactor, propulsion, power station, powerstation	wikibase-item	Subject, Station
P53	noble family	include dynasty and nobility houses	royal house, dynasty, house	wikibase-item	Other Topics
P58	screenwriter	author(s) of the screenplay or script for this work	scriptwriter, screenplay by, writer, teleplay by	wikibase-item	Authority
P57	director	director(s) of this motion picture, play, video game or similar	directed by	wikibase-item	Game, Directly, Video Game, Played
P59	constellation	the area of the celestial sphere of which the subject is a part (from a scientific standpoint, not an astrological one)		wikibase-item	Subject, Area
P423	shooting handedness	whether the hockey, football, handball or tennis player etc. passes oŗ shoots left- or right-handed		wikibase-item	Other Topics
P786	stipe character	indicates if a mushroom has a universal or partial veil		wikibase-item	Other Topics
P543	oath made by	person(s) that made the oath at an event, like the Olympic Games		wikibase-item	Person, Game, Event
P664	organizer	person or institution organizing an event		wikibase-item	Person, Organization, Event, Person or Organization
P301	category's main topic	primary topic of the subject category	main article in category, main category topic, topic, main topic of category, category's main article, main article	wikibase-item	Subject, Category, Topic
P785	hymenium attachment	how the hymenium of the mushroom attaches to the stem		wikibase-item	Other Topics
P1629	subject item of this property	item corresponding exactly to the concept represented by the property (use in statements on properties)	item, represents, subject item	wikibase-item	Subject, Property, Subject Item, Represents
P788	mushroom ecological type	null		wikibase-item	Type
P425	field of this profession	activity corresponding to this occupation	profession's field, activity corresponding to this occupation	wikibase-item	Other Topics
P546	docking port	docking port for the dock		wikibase-item	Other Topics
P545	torch lit by	person that lit the torch at an event, like the Olympic Games		wikibase-item	Person, Game, Event
P787	spore print color	color of a mushroom spore print (see documentation for allowed values)		wikibase-item	Value
P660	EC classification	the Enzyme Commission (EC)-based accepted name of any enzyme classifications of the protein or RNA molecule	Enzyme Commission classification name	wikibase-item	Other Topics
P542	officially opened by	person that officially opened the event		wikibase-item	Person, Event
P421	located in time zone	time zone for this item	timezone, tz, time zone	wikibase-item	Location, Item is Located
P1625	has melody	this work has the melody of the following work	to the tune of, TTTO	wikibase-item	Other Topics
P784	mushroom cap shape	null		wikibase-item	Other Topics
P541	office contested	title of office which election will determine the next holder of		wikibase-item	Office
P61	discoverer or inventor	discovered or invented by	inventor, discovered by, invented by, discoverer	wikibase-item	Other Topics
P1622	drives on the	the direction that cars drive in a given country		wikibase-item	Country, Given, Directly
P1740	category for films shot at this location	the object is a category for films shot at/in the subject	cat films shot, cfsi, cff	wikibase-item	Subject, Location, Object, Subject has the Object, Category, Film
P669	located on street	street, or road, where the item is located. To add the number, use Property:P670 "street number" as qualifier	is on, street	wikibase-item	Location, Qualifier, Property, Item is Located
P427	taxonomic type	the type genus of this family (or subfamily, etc), or the type species of this genus (or subgenus, etc)	type species, type genus	wikibase-item	Type
P306	operating system	operating system (OS) on which a software works; OS installed on hardware	OS	wikibase-item	Software
P547	commemorates	what the place, monument, memorial, holiday, commemorates	memorial to	wikibase-item	Place
P1620	plaintiff	the party who initiates a lawsuit	claimant, pursuer	wikibase-item	Other Topics
P789	edibility	whether something can be eaten or not	Mushroom edibility, Palatiblity	wikibase-item	Other Topics
P65	site of astronomical discovery	the place where an astronomical object was discovered (observatory, satellite)		wikibase-item	Place, Object
P66	ancestral home	place of origin for ancestors of subject		wikibase-item	Subject, Place, Origin
P69	educated at	educational institution attended by the subject	education, alumni of, alumnus of, alumna of, college attended, university attended, school attended, studied at, alma mater, graduate of	wikibase-item	Subject
P790	approved by	item is approved by other item(s) [qualifier: statement is approved by other item(s)]		wikibase-item	Qualifier
P412	voice type	person's voice type. expected values: soprano, mezzo-soprano, contralto, countertenor, tenor, baritone, bass (and derivatives)		wikibase-item	Person, Type, Value
P533	target	target of a terrorist attack or military operation		wikibase-item	Other Topics
P411	canonization status	stage in the process of attaining sainthood per the subject's religious organization.	sainthood status	wikibase-item	Subject, Organization
P532	port of registry	ship's port of registry. This is generally painted on the ship's stern (for the "home port", see Property:P504)		wikibase-item	Property
P414	stock exchange	exchange on which this company is traded		wikibase-item	Other Topics
P413	position played on team	position the player plays, e.g. Small Forward	player position, fielding position	wikibase-item	Team, Played
P534	streak color	color of a mineral or material when abraded 		wikibase-item	Other Topics
P655	translator	people or organisation who translated this		wikibase-item	Other Topics
P770	cause of destruction	item which caused the destruction of the subject item		wikibase-item	Subject, Subject Item, Cause
P410	military rank	military rank achieved by a person (should usually have a "start date" qualifier)	rank	wikibase-item	Person, Qualifier
P531	diplomatic mission sent	location of diplomatic mission, i.e. consulate of A in the capital city of B	embassy, resident mission	wikibase-item	Location, City
P530	diplomatic relation	diplomatic relations of the country		wikibase-item	Country
P1731	Fach	describes the special ablilites of an operatic singers voice		wikibase-item	Other Topics
P1611	NATO code for grade	NATO Code for Grades of Military Personnel		wikibase-item	Other Topics
P537	twinning	type of twins a crystal forms		wikibase-item	Type
P658	tracklist	songs contained in this item		wikibase-item	Other Topics
P415	radio format	describes the overall content broadcast on a radio station		wikibase-item	Station
P418	seal description	description of a subject's seal		wikibase-item	Subject
P417	patron saint	patron saint adopted by the subject		wikibase-item	Subject
P538	fracturing	type of fracture a crystal or mineral forms		wikibase-item	Type
P78	top-level domain	Internet domain name system top-level code	TLD	wikibase-item	Other Topics
P780	symptoms	the possible symptoms of a medical condition	signs	wikibase-item	Other Topics
P566	basionym	the legitimate, previously published name on which a new combination or name at new rank is based		wikibase-item	Other Topics
P565	crystal habit	the proportions of a crystal or mineral		wikibase-item	Other Topics
P689	afflicts	a type of organism which a condition or disease afflicts		wikibase-item	Organization, Type
P205	basin country	countries that have drainage to/from or border the lake	basin countries	wikibase-item	Country
P447	score by	issuer of a review score	reviewer, score issuer, publication, scorer, by	wikibase-item	Other Topics
P568	footwall	item that is in the footwall of this item	overlies	wikibase-item	Other Topics
P567	hangingwall	item that is in the hanging wall of this item	underlies	wikibase-item	Other Topics
P688	encodes	the product of a gene (protein or RNA)	codes for	wikibase-item	Other Topics
P562	central bank/issuer	central bank or other issuing authority for the currency	issuer	wikibase-item	Authority
P1605	has natural reservoir	host species for the pathogen in which it is endemic	natural reservoir	wikibase-item	Other Topics
P1606	natural reservoir of	pathogen of which this species is a long-term host		wikibase-item	Other Topics
P682	biological process	is involved in the biological process		wikibase-item	Other Topics
P201	lake outflow	rivers and other outflows waterway names. If evaporation or seepage are notable outflows, they may be included. Some terms may not be place names, e.g. evaporation	outflows, outflow	wikibase-item	Place
P200	lake inflows	major inflow sources — rivers, aquifers, glacial runoff, etc. Some terms may not be place names, e.g. none	inflow, inflows, lake inflow	wikibase-item	Place, Source
P684	ortholog	orthologous gene in another species (use with 'species' qualifier)		wikibase-item	Qualifier
P1604	biosafety level	level of the biocontainment precautions required to isolate dangerous biological agents		wikibase-item	Other Topics
P81	connecting line	railway or public transport line(s) subject is directly connected to	railway line, rapid transit line	wikibase-item	Subject, Directly
P85	anthem	name of the subject's anthem		wikibase-item	Subject
P449	original network	network(s) the radio or television show was originally aired on. This does not include later re-runs or additional syndication.	original channel, channel, TV channel, radio network, network, television channel, radio station	wikibase-item	Origin, Station
P84	architect	person or architectural firm that designed this building		wikibase-item	Person
P206	located next to body of water	lake or river	on lake, next to lake, located on body of water, On river, on bay, on harbour, on shore of	wikibase-item	Location
P448	location of spacecraft launch	site or launch pad from where the spacecraft was launched	launch site	wikibase-item	Location
P209	highest judicial authority	supreme judicial body within a country, administrative division, or other organization		wikibase-item	Organization, Country, Administrative, Authority
P87	librettist	author of the libretto (words) of an opera		wikibase-item	Authority
P86	composer	person(s) who wrote the music; also use P676 for lyricist	songwriter, composed by, musical score by, music by	wikibase-item	Person, Music
P208	executive body	branch of government for the daily administration of the state	executive branch	wikibase-item	State, Administrative
P88	commissioned by	person or organization that commissioned this work	client, commissioner, made for, built for	wikibase-item	Person, Organization, Person or Organization
P690	space group	symmetry classification for 2 and 3 dimensional patterns or crystals		wikibase-item	Other Topics
P450	astronaut mission	space mission that the subject is or has been a member of (do not include future missions)	cosmonaut mission	wikibase-item	Subject, Member
P797	executive authority	entity having executive power of decision in matters relating to the entity		wikibase-item	Entity, Authority
P676	lyrics by	author of song lyrics; also use P86 for music composer	lyricist, lyracist, words by, writer	wikibase-item	Music, Authority
P796	geo datum	zero point for measurement (qualifier for P795)		wikibase-item	Qualifier
P556	crystal system	type of crystal for crystal coumpounds		wikibase-item	Type
P551	residence	the place where the person is, or has been, resident	lived in	wikibase-item	Person, Place
P793	significant event	significant or notable events associated with the subject	key event, key incident, significant incident, notable event, notable incident, event	wikibase-item	Subject, Event, Associated
P550	chivalric order	the chivalric order which a person belongs to		wikibase-item	Person, Belongs
P1716	brand	brand of a product		wikibase-item	Other Topics
P553	website account on	a website that the person or organization has an account on (use with P554) Note: only used with reliable source or if the person or organization disclosed it.	social media account on	wikibase-item	Person, Organization, Person or Organization, Source
P674	characters	characters which appear in this item (plays, operas, operettas, books...)		wikibase-item	Played
P795	distance along	distance from a defined datum point along a specified linear feature		wikibase-item	Other Topics
P552	handedness	handedness of the person		wikibase-item	Person
P92	main regulatory text	text setting the main rules by which the subject is regulated	legally established by	wikibase-item	Subject
P91	sexual orientation	the sexual orientation of the person - use IF AND ONLY IF they have stated it themselves, unambiguously, or it has been widely agreed upon by historians after their death		wikibase-item	Person, State
P1830	owner of	entities owned by the subject		wikibase-item	Subject, Entity
P559	terminus	the feature (intersecting road, train station, etc.) at the terminus of a linear feature	endpoint	wikibase-item	Station
P437	distribution	method (or type) of distribution for the subject	media	wikibase-item	Subject, Type
P98	editor	editor of a compiled work such as a book or academic journal		wikibase-item	Other Topics
P97	noble title	royal or noble titles held by the person	peerage, title	wikibase-item	Person
P560	direction	a directional identifier of something		wikibase-item	Directly
P681	cell component	component of the cell in which this item is present		wikibase-item	Other Topics
P680	molecular function	represents gene ontology function annotations		wikibase-item	Represents
P588	coolant	substance used by the subject to dissipate excess thermal energy		wikibase-item	Subject
P467	legislated by	indicates that an act or bill was passed by a legislature.  The value can be a particular session of the legislature	enacted by, passed by	wikibase-item	Value
P103	native language	language that a person learned natively	first language, mother tongue, language	wikibase-item	Person, Language
P466	occupant	person or organization occupying a building or facility	occupied by, tenant	wikibase-item	Person, Organization, Person or Organization
P106	occupation	occupation of a person; see also "field of work" (Property:P101)	profession, job, work, career, employment	wikibase-item	Person, Property
P469	lakes on river	lakes and reservoirs the river flows through, flows into or flows out of		wikibase-item	Other Topics
P105	taxon rank	level in a taxonomic hierarchy	taxonomic rank, rank, type of taxon	wikibase-item	Type
P468	dan/kyu rank	rank system used in several board games (e.g. go, shogi, renju), martial arts (e.g. judo, kendo, wushu) and some other games		wikibase-item	Game
P589	point group	crystal subdivision		wikibase-item	Other Topics
P1308	officeholder	person who holds an office	incumbent	wikibase-item	Person, Office
P1429	pet	pet that a person owns		wikibase-item	Person
P463	member of	part of a specific organization or club. Do not use for membership in ethnic or social groups, nor for holding a position such as a member of parliament (use P39 for that).		wikibase-item	Organization, Member
P462	color	color of subject	colour	wikibase-item	Subject
P344	director of photography	person responsible for the framing, lighting and filtration of the subject work	cinematographer	wikibase-item	Person, Subject
P1427	journey origin	starting place of this journey, flight, voyage, trek, etc. (excl. spaceflight launch)	flight origin, start location	wikibase-item	Location, Place, Origin
P102	member of political party	the political party of which this politician is or has been a member	political party, party	wikibase-item	Member, Political
P101	field of work	fields of work related to this item (physics, history). For occupation like physicist, historian see P106. Note: Can be used in any item besides person	field of study, fields, discipline, subject, area, specialism, domain	wikibase-item	Person, Subject, Subject Item, Area
P1546	motto	description of the motto of the subject		wikibase-item	Subject
P1304	central bank	country's central bank		wikibase-item	Country
P1425	ecoregion (WWF)	ecoregion of the item (choose from WWF's list)		wikibase-item	Other Topics
P1547	depends on	subject software depends on object software	dependency	wikibase-item	Subject, Object, Subject has the Object, Software
P1789	chief operating officer	the chief operating officer of an organization		wikibase-item	Organization, Office
P1423	template's main topic	primary topic of the subject template or infobox	infobox's main topic	wikibase-item	Subject, Topic
P1302	primary destinations	major cities that a road serves		wikibase-item	City
P1303	instrument	instrument that a person plays	plays	wikibase-item	Person, Played
P1424	topic's main template	primary infobox or navigational template of this subject	topic's main infobox	wikibase-item	Subject, Topic
P108	employer	organization for which the subject works or worked	workplace, employed by, works at, working for	wikibase-item	Subject, Organization
P1542	cause of	effect of this cause; inverse of has cause (P828). See 'Help:Modeling causes' for examples and discussion.	has effect, effect, has result, result, has outcome, outcome, has symptom, symptom, consequence	wikibase-item	Cause
P107	(OBSOLETE) main type (GND)	** Do not use ** Due to be deleted. Please use instance of (P31)/subclass of (P279)	entity type (GND), item type (GND), GND main type	wikibase-item	Type, Entity
P1420	taxon synonym	synonym(s) of the taxon name		wikibase-item	Other Topics
P1660	has index case	primary case, patient zero: initial patient in the population of an epidemiological investigation		wikibase-item	Other Topics
P470	Eight Banner register	Manchu household register for people of the Qing Dynasty		wikibase-item	Other Topics
P579	IMA status and/or rank	status given to each mineral by the IMA (International Mineralogical Association)		wikibase-item	Given, Associated
P457	foundational text	text through which an institution has been created	establishing document	wikibase-item	Other Topics
P452	industry	industry of company or organization	field of action, field of exercise	wikibase-item	Organization
P210	party chief representative	chief representative of a party in an institution or an administrative unit (use qualifier to identify the party)	party chief, communist party chief, party secretary, Communist Party Secretary	wikibase-item	Qualifier, Administrative, Represents
P694	replaced synonym (for nom. nov.)	previously published name on which a replacement name (avowed substitute, nomen novum) is based.		wikibase-item	Other Topics
P451	cohabitant	someone with whom the person is in a relationship without being married. Use "spouse" for married couples.	partner, mistress, domestic partner, significant other, life partner, girlfriend, boyfriend, concubine, lover, common-law spouse	wikibase-item	Person
P1419	shape	geometric shape of an object		wikibase-item	Object
P693	cleavage	way that crystals or minerals cleave		wikibase-item	Other Topics
P1416	affiliation	organization that a person is affiliated with		wikibase-item	Person, Organization, Person or Organization
P1537	contributing factor of	thing that is significantly influenced by this cause, but does not directly result from it.  See 'Help:Modeling causes' for examples and discussion.		wikibase-item	Directly, Cause
P1535	used by	person or organization that uses a given object, for buildings use P466		wikibase-item	Person, Organization, Object, Person or Organization, Given
P1656	unveiled by	person who unveils a statue, sculpture, memorial or plaque, etc.		wikibase-item	Person
P1414	GUI toolkit or framework	framework or toolkit a program uses to display the graphical user interface		wikibase-item	Other Topics
P1657	MPAA film rating	US film-rating system		wikibase-item	Film
P1536	immediate cause of	immediate cause of this effect		wikibase-item	Cause
P1412	languages spoken or published	language(s) that a person speaks or writes. Can include native languages	languages spoken, language spoken, language of expression, languages of expression	wikibase-item	Person, Language
P1533	family name identical to this first name	last name that is the same as a given first name. Use on items for given names.	related surname, related family name	wikibase-item	Given
P1654	wing configuration	configuration of wing(s) used by an aircraft		wikibase-item	Other Topics
P1534	end cause	qualifier for the end date property (P582)		wikibase-item	Qualifier, Property, Cause
P1531	parents of hybrids	null		wikibase-item	Parent
P1652	referee	referee or umpire of a match	umpire	wikibase-item	Other Topics
P1773	attributed to	uncertain but likely creator of an artwork		wikibase-item	Other Topics
P1411	nominated for	award nomination received by a person, organisation or creative work (inspired from "award received" (Property:P166))	nominee for, nomination received	wikibase-item	Person, Property, Creative Work
P1532	country for sport	country a person represents when playing a sport	sports nationality	wikibase-item	Person, Country, Played, Represents, Sports
P459	determination method	qualifier stating how a value has been determined	determined by, method, methodology	wikibase-item	Qualifier, State, Value
P1774	workshop of	artist whose work group are the likely creator of an artwork		wikibase-item	Other Topics
P461	opposite of	item that is the opposite of this item	antonym	wikibase-item	Other Topics
P460	said to be the same as	this item is said to be the same as that item, but the statement is disputed	same as	wikibase-item	Other Topics
P126	maintained by	organization in charge of keeping the subject (for instance an infrastructure) in functioning order	maintenance, curator, administered by	wikibase-item	Subject, Organization
P489	currency symbol description	item with description of currency symbol		wikibase-item	Other Topics
P488	chairperson	presiding member of an organization, group or body	chairman, chairwoman, president, leader	wikibase-item	Organization, Member
P128	regulates (molecular biology)	process regulated by a protein in molecular biology		wikibase-item	Other Topics
P127	owned by	owner of the subject	is owned by, owner, belongs to	wikibase-item	Subject, Belongs
P248	stated in	to be used in the source field, to indicate where a claim is made	source	wikibase-item	State, Source
P122	basic form of government	the subject's government	type of government, form of government, government	wikibase-item	Subject, Type
P485	archives at	the institution holding the subject's archives		wikibase-item	Subject
P364	original language of work	language in which a work was originally created	language, original language, language of the original work	wikibase-item	Language, Origin
P121	equipment operated	equipment currently or formerly used by subject	fleet, acop, aircraft in fleet, aircraft operated, inventory	wikibase-item	Subject
P1408	licensed to broadcast to	place that a radio/TV station is licensed/required to broadcast to	city of license, community of license	wikibase-item	Place, City, Station
P366	use	main use of the subject (includes current and former usage)	function, role, mission, purpose	wikibase-item	Subject
P123	publisher	organization responsible for publishing books, periodicals or software	book publisher, video game publisher, software publisher, publishing house	wikibase-item	Organization, Game, Video Game, Software
P1406	script directionality	direction that a writing system goes in		wikibase-item	Directly
P1403	original combination	for animals: the combination (binomen or trinomen) where the species-group name used in this taxon name was first published		wikibase-item	Origin
P129	physically interacts with	physical entity that the subject interacts with		wikibase-item	Subject, Entity
P1640	curator	content specialist responsible for this collection	has curator, keeper	wikibase-item	Other Topics
P371	presenter	someone who takes a main role in presenting a radio or television program	host	wikibase-item	Other Topics
P131	located in the administrative territorial entity	the item is located on the territory of the following administrative entity	located in the administrative unit, located in administrative unit, is in administrative unit, is located in, is in the state of, is in the province of, is in the county of, is in the district of, is in the department of, is in the region of, is in the borough of, is in the city of, is in the town of, is in the village of, is in the municipality of, is in the territory of, is in the prefecture of, is in the voivodeship of, is in the Indian reservation of, is in the Indian reserve of, is in the ward of, is in the administrative region of, is in the settlement of, is in the local government area of, is in the rural city of, is in the shire of, happens in, is in the commune of, in administrative unit, in, is in the administrative unit, administrative territorial entity, city, town, state, Indian reservation, in the administrative unit, locality	wikibase-item	Location, Entity, State, Administrative, City, Area, Item is Located
P115	home venue	home stadium or venue of a sports team or applicable performing arts organization	ground, home field, arena, home ground, stadium, ballpark, home water	wikibase-item	Organization, Team, Sports
P598	commander of	for persons who are notable as commanding officers, the units they commanded	commands	wikibase-item	Person, Office
P114	airline alliance	the alliance the airline belongs to		wikibase-item	Belongs
P237	coat of arms	subject's coat of arms		wikibase-item	Subject
P479	input device	input method or device used to interact with a software product	input method, input, mouse, digitiser	wikibase-item	Software
P358	discography	link to discography in artist or band page	discography link	wikibase-item	Other Topics
P111	measured physical quantity	physical property measured by a unit		wikibase-item	Property
P110	illustrator	illustrator of a book		wikibase-item	Other Topics
P1639	pendant of	other work in a pair of opposing artworks, such as wedding portraits, commissioned together, but not always	pendant to	wikibase-item	Other Topics
P355	subsidiaries	subsidiary of a company or organization, opposite of parent company (P749)	subsidiary company, Parent company of, subsidiary entities	wikibase-item	Organization, Entity, Parent
P113	airline hub	airport that serves as a hub for an airline	hub	wikibase-item	Other Topics
P112	founder	founder or co-founder of the organization, religion or place	founded by, is founded by	wikibase-item	Organization, Place
P1637	undercarriage	type of aircraft landing gear the item is equipped with	landing gear, aircraft landing gear, aircraft undercarriage	wikibase-item	Type
P1753	list related to category	Wikimedia list equivalent to a Wikimedia category		wikibase-item	Category
P1754	category related to list	Wikimedia category equivalent to a Wikimedia list		wikibase-item	Category
P119	location of burial	location of grave, resting place, place of ash-scattering, etc, (e.g. city or cemetery) for a person. There may be several places: e.g. re-burials, cenotaphs, parts of body buried separately.	burial place, resting place, place of grave, buried in, grave at, place of burial	wikibase-item	Person, Location, Place, City
P118	league	league in which the team plays or has played in	division	wikibase-item	Team, Played
P1750	name day	day of the year associated with a first/given name. A qualifier should be used to identify the calendar that is being used. Distinguish from "feast day" (P:P841)		wikibase-item	Qualifier, Given, Associated
P360	is a list of	this is a list of the following items	main topic of list, list of, main article of list	wikibase-item	Topic
P241	military branch	the branch to which this military unit, award, or person belongs, e.g. Royal Navy	branch, formation, service branch	wikibase-item	Person, Belongs
P483	recorded at	studio where a musical composition was recorded	studio, recording studio, recording venue	wikibase-item	Music
P361	part of	subject is a part of that object	meronym of, section of, system of, subsystem of, subassembly of, merged into, contained within, assembly of, within a set	wikibase-item	Subject, Object, Subject has the Object
